speech_id,url,date_raw,date,title
f41db00fc9fe1a8c,https://www.bis.org/review/r250710i.htm,2027-07-09 00:00:00,2025-07-09,"Joachim Nagel: Target achieved, but challenges still remain - monetary policy since the 2021 strategy review"
0b17c220f947a630,https://www.bis.org/review/r260603d.htm,2027-05-28 00:00:00,2026-05-28,Fritzi Köhler-Geib: Statistical challenges and opportunities in times of geoeconomic fragmentation
